title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes
lola versus,FoxS,253000.0,0.0,2012,tt1710417,lola versus,2012,87.0,Comedy,5.5,7966
keep the lights on,MBox,246000.0,0.0,2012,tt2011953,keep the lights on,2012,101.0,"Drama,Romance",6.3,4984
gerhard richter painting,KL,243000.0,0.0,2012,tt1982113,gerhard richter painting,2011,97.0,Documentary,7.2,600
trishna,IFC,240000.0,0.0,2012,tt1836987,trishna,2011,117.0,Drama,6.0,2816
elena,Zeit.,233000.0,0.0,2012,tt1925421,elena,2011,109.0,"Crime,Drama,Thriller",7.3,11307
elena,Zeit.,233000.0,0.0,2012,tt2475154,elena,2012,80.0,"Biography,Documentary,Drama",7.7,1235
elena,Zeit.,233000.0,0.0,2012,tt3747268,elena,2014,87.0,"Comedy,Romance",3.1,91
tezz,Eros,230000.0,0.0,2012,tt1706317,tezz,2012,121.0,"Action,Crime,Thriller",3.9,1951
the viral factor,CL,220000.0,0.0,2012,tt2063011,the viral factor,2012,122.0,"Action,Drama,Thriller",6.0,2405
neil young journeys,SPC,215000.0,0.0,2012,tt2043931,neil young journeys,2011,87.0,"Documentary,Music",6.5,653
tai chi zero,Vari.,212000.0,0.0,2012,tt1981080,tai chi zero,2012,98.0,"Action,Adventure,Drama",6.1,4593
the house i live in,Abr.,211000.0,0.0,2012,tt2125653,the house i live in,2012,108.0,Documentary,7.9,5023
10 years,Anch.,203000.0,0.0,2012,tt1715873,10 years,2011,100.0,"Comedy,Drama,Romance",6.1,22484
17 girls,Strand,15100.0,186000.0,2012,tt1860152,17 girls,2011,86.0,Drama,6.0,2980
any day now,MBox,201000.0,0.0,2012,tt2066176,any day now,2012,98.0,Drama,7.5,5464
tere naal love ho gaya,UTV,178000.0,0.0,2012,tt2130242,tere naal love ho gaya,2012,130.0,"Comedy,Drama,Romance",5.8,3780
butter,RTWC,105000.0,70700.0,2012,tt1349451,butter,2011,90.0,"Comedy,Drama",6.2,19447
kill list,IFC,29100.0,143000.0,2012,tt1788391,kill list,2011,95.0,"Crime,Drama,Horror",6.4,32807
flying swords of dragon gate,IM,170000.0,0.0,2012,tt1686784,flying swords of dragon gate,2011,122.0,"Action,Adventure",6.0,7295
joker,UTV,169000.0,0.0,2012,tt1918886,joker,2012,104.0,"Comedy,Family,Sci-Fi",2.6,4552
joker,UTV,169000.0,0.0,2012,tt3002286,joker,2013,94.0,"Action,Thriller",5.5,12
joker,UTV,169000.0,0.0,2012,tt5611648,joker,2016,130.0,"Comedy,Drama",8.5,2451
dark horse,BM&DH,166000.0,0.0,2012,tt1690455,dark horse,2011,86.0,"Comedy,Drama",5.9,5322
dark horse,BM&DH,166000.0,0.0,2012,tt4137902,dark horse,2015,85.0,"Documentary,Drama",7.3,908
shirin farhad ki toh nikal padi,Eros,156000.0,0.0,2012,tt2187972,shirin farhad ki toh nikal padi,2012,111.0,Romance,4.3,977
bullhead,Drft.,152000.0,0.0,2012,tt1821593,bullhead,2011,129.0,"Crime,Drama",7.4,20708
chakravyuh,Eros,152000.0,0.0,2012,tt2292625,chakravyuh,2012,152.0,"Action,Drama,Thriller",6.9,2838
luv shuv tey chicken khurana,UTV,144000.0,0.0,2012,tt2186933,luv shuv tey chicken khurana,2012,140.0,Comedy,6.6,3335
high school,Anch.,139000.0,0.0,2012,tt1247667,high school,2010,99.0,Comedy,5.8,7060
the loneliest planet,IFC,130000.0,0.0,2012,tt1695405,the loneliest planet,2011,113.0,Thriller,5.5,3577
"turn me on, dammit!",NYer,126000.0,0.0,2012,tt1650407,"turn me on, dammit!",2011,76.0,"Comedy,Romance",6.3,8786
god bless america,Magn.,123000.0,0.0,2012,tt1912398,god bless america,2011,105.0,"Adventure,Comedy,Crime",7.2,65913
the woman in the fifth,ATO,114000.0,0.0,2012,tt1605777,the woman in the fifth,2011,84.0,"Drama,Mystery,Thriller",5.4,5581
hello i must be going,Osci.,107000.0,0.0,2012,tt2063666,hello i must be going,2012,95.0,"Comedy,Drama,Romance",6.2,5489
the magic of belle isle,Magn.,102000.0,0.0,2012,tt1839654,the magic of belle isle,2012,109.0,"Comedy,Drama",7.0,16244
"oslo, august 31st",Strand,101000.0,0.0,2012,tt1736633,"oslo, august 31st",2011,95.0,Drama,7.7,17235
mugamoodi,UTV,101000.0,0.0,2012,tt2367996,mugamoodi,2012,150.0,"Action,Adventure",5.0,835
v/h/s,Magn.,100000.0,0.0,2012,tt2105044,v/h/s,2012,116.0,"Horror,Thriller",5.8,53034
goodbye first love,IFC,95000.0,0.0,2012,tt1618447,goodbye first love,2011,110.0,"Drama,Romance",6.6,4352
marina abramovic: the artist is present,MBox,86600.0,0.0,2012,tt2073029,marina abramovic: the artist is present,2012,106.0,"Biography,Documentary,History",7.9,5317
the eye of the storm,SEG,83600.0,0.0,2012,tt1600207,the eye of the storm,2011,114.0,Drama,6.3,1440
wagner & me,FRun,37700.0,41000.0,2012,tt1683519,wagner & me,2010,89.0,"Biography,Documentary,History",7.0,283
the innkeepers,Magn.,78400.0,0.0,2012,tt1594562,the innkeepers,2011,101.0,"Drama,Horror,Mystery",5.5,31089
this is not a film,PalT,77000.0,0.0,2012,tt1667905,this is not a film,2011,75.0,Documentary,7.5,4313
the island president,Gold.,76400.0,0.0,2012,tt1990352,the island president,2011,101.0,Documentary,7.3,1115
detachment,Trib.,72700.0,0.0,2012,tt1683526,detachment,2011,98.0,Drama,7.7,69559
attenberg,Strand,24000.0,45900.0,2012,tt1691323,attenberg,2010,97.0,Drama,6.2,5462
vulgaria,CL,59100.0,0.0,2012,tt2266938,vulgaria,2012,93.0,Comedy,6.3,1263
the turin horse,CGld,56400.0,0.0,2012,tt1316540,the turin horse,2011,155.0,Drama,7.8,13459
jodi breakers,Yash,52600.0,0.0,2012,tt2191721,jodi breakers,2012,127.0,"Comedy,Musical,Romance",3.5,1051
painted skin: the resurrection,WGUSA,50400.0,0.0,2012,tt2371411,painted skin: the resurrection,2012,131.0,"Fantasy,Mystery,Romance",6.3,2898
north sea texas,Strand,28300.0,16700.0,2012,tt1625150,north sea texas,2011,98.0,"Drama,Romance",7.2,7476
double trouble,CL,44800.0,0.0,2012,tt2309048,double trouble,2012,87.0,"Action,Comedy",3.6,201
double trouble,CL,44800.0,0.0,2012,tt4997196,double trouble,2016,90.0,Comedy,5.4,153
double trouble,CL,44800.0,0.0,2012,tt6737834,double trouble,2017,85.0,"Adventure,Family",4.6,68
the fairy,KL,38400.0,0.0,2012,tt1922645,the fairy,2011,93.0,"Comedy,Drama",6.1,2201
hit so hard,Vari.,34000.0,0.0,2012,tt1796503,hit so hard,2011,103.0,"Biography,Documentary,Music",6.9,619
the bay,RAtt.,30700.0,0.0,2012,tt1713476,the bay,2012,84.0,"Horror,Sci-Fi,Thriller",5.6,23408
you've been trumped,ICir,29300.0,0.0,2012,tt1943873,you've been trumped,2011,79.0,Documentary,7.5,2069
in another country,KL,25100.0,0.0,2012,tt1989712,in another country,2012,89.0,Drama,6.4,2754
the first time,Gold.,22800.0,0.0,2012,tt1763303,the first time,2012,95.0,"Comedy,Drama,Romance",6.9,62589
the day,Anch.,21000.0,0.0,2012,tt1756799,the day,2011,87.0,"Action,Drama,Horror",5.2,11732
28 hotel rooms,Osci.,18900.0,0.0,2012,tt2124074,28 hotel rooms,2012,82.0,"Drama,Romance",5.8,2757
lovely molly,Imag.,18500.0,0.0,2012,tt1707392,lovely molly,2011,99.0,"Drama,Horror",5.3,8821
juan of the dead,Outs,18000.0,0.0,2012,tt1838571,juan of the dead,2011,92.0,"Action,Comedy,Horror",6.5,9158
little birds,MNE,17700.0,0.0,2012,tt1623745,little birds,2011,94.0,Drama,6.2,4565
alps,KL,16100.0,0.0,2012,tt1859446,alps,2011,93.0,Drama,6.4,8505
patience (after sebald),CGld,15900.0,0.0,2012,tt2118702,patience (after sebald),2012,86.0,Documentary,6.9,246
take me home,Mont.,15800.0,0.0,2012,tt1261954,take me home,2011,97.0,"Comedy,Romance",6.8,6922
take me home,Mont.,15800.0,0.0,2012,tt5563194,take me home,2016,94.0,Horror,5.6,260
reuniting the rubins,Mont.,13600.0,0.0,2012,tt1344337,reuniting the rubins,2010,97.0,"Comedy,Drama,Family",5.3,348
cirkus columbia,Strand,3500.0,9500.0,2012,tt1417067,cirkus columbia,2010,113.0,"Comedy,Drama,Romance",7.3,2336
grassroots,Gold.,12400.0,0.0,2012,tt1634286,grassroots,2012,98.0,"Comedy,Drama",5.3,996
husbands in goa,UTV,10100.0,0.0,2012,tt2407826,husbands in goa,2012,140.0,Comedy,3.6,204
starry starry night,CL,10000.0,0.0,2012,tt2084098,starry starry night,2011,99.0,Drama,6.9,1057
corpo celeste,FM,8900.0,0.0,2012,tt1886502,corpo celeste,2011,99.0,Drama,6.7,912
dreams of a life,Strand,8400.0,0.0,2012,tt1819513,dreams of a life,2011,95.0,"Biography,Documentary,Drama",6.8,2821
the babymakers,MNE,7900.0,0.0,2012,tt0835418,the babymakers,2012,95.0,Comedy,5.0,8147
las acacias,OutF,6000.0,0.0,2012,tt1754078,las acacias,2011,82.0,Drama,6.9,2093
the good doctor,Magn.,5200.0,0.0,2012,tt1582271,the good doctor,2011,91.0,"Drama,Thriller",5.5,6006
sleepless night,Trib.,3400.0,0.0,2012,tt1683921,sleepless night,2011,103.0,"Action,Crime,Thriller",6.7,4238
sleepless night,Trib.,3400.0,0.0,2012,tt2164088,sleepless night,2012,66.0,Drama,6.8,96
atm,IFC,3000.0,0.0,2012,tt1603257,atm,2012,90.0,"Horror,Thriller",4.7,21608
about cherry,IFC,3000.0,0.0,2012,tt1945062,about cherry,2012,98.0,Drama,4.8,9197
perfect sense,IFC,3000.0,0.0,2012,tt1439572,perfect sense,2011,92.0,"Drama,Romance,Sci-Fi",7.1,51188
cheerful weather for the wedding,IFC,2700.0,0.0,2012,tt1159922,cheerful weather for the wedding,2012,89.0,"Comedy,Drama,Romance",5.6,2048
the decoy bride,IFC,800.0,0.0,2012,tt1657299,the decoy bride,2011,89.0,"Comedy,Drama,Romance",6.2,10018
death of a superhero,Trib.,600.0,0.0,2012,tt1384927,death of a superhero,2011,97.0,"Animation,Drama",7.1,3234
frozen,BV,400700000.0,875700000.0,2013,tt1323045,frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311
frozen,BV,400700000.0,875700000.0,2013,tt1611845,frozen,2010,92.0,"Fantasy,Romance",5.4,75
frozen,BV,400700000.0,875700000.0,2013,tt2294629,frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998
iron man 3,BV,409000000.0,805800000.0,2013,tt1300854,iron man 3,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794
despicable me 2,Uni.,368100000.0,602700000.0,2013,tt1690953,despicable me 2,2013,98.0,"Adventure,Animation,Comedy",7.4,344230
the hobbit: the desolation of smaug,WB (NL),258399999.0,700000000.0,2013,tt1170358,the hobbit: the desolation of smaug,2013,161.0,"Adventure,Fantasy",7.8,565563
the hunger games: catching fire,LGF,424700000.0,440300000.0,2013,tt1951264,the hunger games: catching fire,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455
fast & furious 6,Uni.,238700000.0,550000000.0,2013,tt1905041,fast & furious 6,2013,130.0,"Action,Crime,Thriller",7.1,346747
monsters university,BV,268500000.0,475700000.0,2013,tt1453405,monsters university,2013,104.0,"Adventure,Animation,Comedy",7.3,291887
gravity,WB,274100000.0,449100000.0,2013,tt1454468,gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018
man of steel,WB,291000000.0,377000000.0,2013,tt0770828,man of steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288
thor: the dark world,BV,206400000.0,438200000.0,2013,tt1981115,thor: the dark world,2013,112.0,"Action,Adventure,Fantasy",6.9,540996
the croods,Fox,187200000.0,400000000.0,2013,tt0481499,the croods,2013,98.0,"Action,Adventure,Animation",7.2,176699
world war z,Par.,202400000.0,337600000.0,2013,tt0816711,world war z,2013,116.0,"Action,Adventure,Horror",7.0,553751
oz the great and powerful,BV,234900000.0,258399999.0,2013,tt1623205,oz the great and powerful,2013,130.0,"Adventure,Family,Fantasy",6.3,192045
star trek into darkness,Par.,228800000.0,238600000.0,2013,tt1408101,star trek into darkness,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535
the wolverine,Fox,132600000.0,282300000.0,2013,tt1430132,the wolverine,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286
pacific rim,WB,101800000.0,309200000.0,2013,tt1663662,pacific rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667
the wolf of wall street,Par.,116900000.0,275100000.0,2013,tt0993846,the wolf of wall street,2013,180.0,"Biography,Crime,Drama",8.2,1035358
g.i. joe: retaliation,Par.,122500000.0,253200000.0,2013,tt1583421,g.i. joe: retaliation,2013,110.0,"Action,Adventure,Sci-Fi",5.8,165536
the hangover part iii,WB,112200000.0,249800000.0,2013,tt1951261,the hangover part iii,2013,100.0,"Adventure,Comedy,Crime",5.8,270695
now you see me,LG/S,117700000.0,234000000.0,2013,tt1670345,now you see me,2013,115.0,"Crime,Mystery,Thriller",7.3,553156
now you see me,LG/S,117700000.0,234000000.0,2013,tt2221640,now you see me,2012,98.0,"Drama,Horror,Thriller",7.0,237
the smurfs 2,Sony,71000000.0,276500000.0,2013,tt2017020,the smurfs 2,2013,105.0,"Adventure,Animation,Comedy",5.4,34229
the conjuring,WB (NL),137400000.0,182100000.0,2013,tt1457767,the conjuring,2013,112.0,"Horror,Mystery,Thriller",7.5,397233
a good day to die hard,Fox,67300000.0,237300000.0,2013,tt1606378,a good day to die hard,2013,98.0,"Action,Thriller",5.3,188383
oblivion,Uni.,89100000.0,197100000.0,2013,tt1483013,oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966
oblivion,Uni.,89100000.0,197100000.0,2013,tt1876409,oblivion,2011,116.0,Thriller,8.0,8
elysium,TriS,93100000.0,193100000.0,2013,tt1535108,elysium,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572
elysium,TriS,93100000.0,193100000.0,2013,tt1783264,elysium,2010,87.0,Drama,6.0,6
turbo,Fox,83000000.0,199500000.0,2013,tt1860353,turbo,2013,96.0,"Adventure,Animation,Comedy",6.4,74639
cloudy with a chance of meatballs 2,Sony,119800000.0,154500000.0,2013,tt1985966,cloudy with a chance of meatballs 2,2013,95.0,"Adventure,Animation,Comedy",6.4,81010
we're the millers,WB (NL),150400000.0,119600000.0,2013,tt1723121,we're the millers,2013,110.0,"Comedy,Crime",7.0,371759
epic,Fox,107500000.0,160900000.0,2013,tt0848537,epic,2013,102.0,"Adventure,Animation,Family",6.7,95318
the lone ranger,BV,89300000.0,171200000.0,2013,tt1210819,the lone ranger,2013,150.0,"Action,Adventure,Western",6.4,208827
american hustle,Sony,150100000.0,101100000.0,2013,tt1800241,american hustle,2013,138.0,"Crime,Drama",7.2,418221
grown ups 2,Sony,133699999.0,113300000.0,2013,tt2191701,grown ups 2,2013,101.0,Comedy,5.4,128500
after earth,Sony,60500000.0,183300000.0,2013,tt1815862,after earth,2013,100.0,"Action,Adventure,Drama",4.8,181687
planes,BV,90300000.0,149000000.0,2013,tt1691917,planes,2013,91.0,"Adventure,Animation,Comedy",5.7,39870
the heat,Fox,159600000.0,70300000.0,2013,tt2404463,the heat,2013,117.0,"Action,Comedy,Crime",6.6,153501
captain phillips,Sony,107100000.0,111700000.0,2013,tt1535109,captain phillips,2013,134.0,"Biography,Drama,Thriller",7.8,387402
white house down,Sony,73100000.0,132300000.0,2013,tt2334879,white house down,2013,131.0,"Action,Drama,Thriller",6.4,191791
percy jackson: sea of monsters,Fox,68600000.0,131300000.0,2013,tt1854564,percy jackson: sea of monsters,2013,106.0,"Adventure,Family,Fantasy",5.8,102313
lost in thailand,WAMCR,57400.0,197700000.0,2013,tt2459022,lost in thailand,2012,105.0,"Adventure,Comedy,Drama",6.3,2623
jack the giant slayer,WB (NL),65200000.0,132500000.0,2013,tt1351685,jack the giant slayer,2013,114.0,"Adventure,Fantasy",6.3,123127
the secret life of walter mitty,Fox,58200000.0,129900000.0,2013,tt0359950,the secret life of walter mitty,2013,114.0,"Adventure,Comedy,Drama",7.3,275300
12 years a slave,FoxS,56700000.0,131100000.0,2013,tt2024544,12 years a slave,2013,134.0,"Biography,Drama,History",8.1,577301
lee daniels' the butler,Wein.,116600000.0,60000000.0,2013,tt1327773,lee daniels' the butler,2013,132.0,"Biography,Drama",7.2,102468
identity thief,Uni.,134500000.0,39500000.0,2013,tt2024432,identity thief,2013,111.0,"Adventure,Comedy,Crime",5.7,115624
anchorman 2: the legend continues,Par.,125200000.0,46300000.0,2013,tt1229340,anchorman 2: the legend continues,2013,119.0,Comedy,6.3,156116
olympus has fallen,FD,98900000.0,71300000.0,2013,tt2302755,olympus has fallen,2013,119.0,"Action,Thriller",6.5,235443
lone survivor,Uni.,125100000.0,29700000.0,2013,tt1091191,lone survivor,2013,121.0,"Action,Biography,Drama",7.5,246641
47 ronin,Uni.,38400000.0,113400000.0,2013,tt1335975,47 ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754
red 2,LG/S,53300000.0,94800000.0,2013,tt1821694,red 2,2013,116.0,"Action,Comedy,Crime",6.6,148846
mama,Uni.,71600000.0,74800000.0,2013,tt1805319,mama,2010,50.0,Drama,4.5,6
mama,Uni.,71600000.0,74800000.0,2013,tt1868050,mama,2010,71.0,Drama,6.8,24
mama,Uni.,71600000.0,74800000.0,2013,tt2023587,mama,2013,100.0,"Horror,Thriller",6.2,158487
mama,Uni.,71600000.0,74800000.0,2013,tt3843072,mama,2011,110.0,Drama,6.6,18
mama,Uni.,71600000.0,74800000.0,2013,tt5437970,mama,2016,90.0,Drama,6.7,25
escape plan,LG/S,25100000.0,112200000.0,2013,tt1211956,escape plan,2013,115.0,"Action,Crime,Mystery",6.7,211587
last vegas,CBS,63900000.0,70500000.0,2013,tt1204975,last vegas,2013,105.0,"Comedy,Drama",6.6,121409
2 guns,Uni.,75600000.0,56300000.0,2013,tt1272878,2 guns,2013,109.0,"Action,Comedy,Crime",6.7,182025
this is the end,Sony,101500000.0,24600000.0,2013,tt1245492,this is the end,2013,107.0,"Comedy,Fantasy",6.6,360556
ender's game,LG/S,61700000.0,63800000.0,2013,tt1731141,ender's game,2013,114.0,"Action,Adventure,Fantasy",6.6,211722
prisoners,WB,61000000.0,61100000.0,2013,tt1392214,prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273
saving mr. banks,BV,83300000.0,34600000.0,2013,tt2140373,saving mr. banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678
warm bodies,LG/S,66400000.0,50600000.0,2013,tt1588173,warm bodies,2013,98.0,"Comedy,Horror,Romance",6.9,208709
personal tailor,CL,376000.0,115800000.0,2013,tt2992152,personal tailor,2013,118.0,"Comedy,Drama",5.2,1008
free birds,Rela.,55800000.0,54600000.0,2013,tt1621039,free birds,2013,91.0,"Adventure,Animation,Comedy",5.9,20934
gangster squad,WB,46000000.0,59200000.0,2013,tt1321870,gangster squad,2013,113.0,"Action,Crime,Drama",6.7,195560
philomena,Wein.,37700000.0,62400000.0,2013,tt2431286,philomena,2013,98.0,"Biography,Comedy,Drama",7.6,88704
instructions not included,LGF,44500000.0,54600000.0,2013,tt2378281,instructions not included,2013,115.0,"Comedy,Drama",7.6,26866
instructions not included,LGF,44500000.0,54600000.0,2013,tt3007030,instructions not included,2011,52.0,"Comedy,Romance",8.0,13
riddick,Uni.,42000000.0,56300000.0,2013,tt1411250,riddick,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821
safe haven,Rela.,71300000.0,26200000.0,2013,tt1702439,safe haven,2013,115.0,"Drama,Romance,Thriller",6.7,97055
blue jasmine,SPC,33400000.0,64099999.0,2013,tt2334873,blue jasmine,2013,98.0,Drama,7.3,179453
the mortal instruments: city of bones,SGem,31200000.0,64200000.0,2013,tt1538403,the mortal instruments: city of bones,2013,130.0,"Action,Fantasy,Horror",5.9,121936
the internship,Fox,44700000.0,48800000.0,2013,tt2234155,the internship,2013,119.0,Comedy,6.3,179817
the purge,Uni.,64500000.0,24900000.0,2013,tt2184339,the purge,2013,85.0,"Horror,Thriller",5.7,183549
dhoom 3,Yash,8000000.0,80000000.0,2013,tt1833673,dhoom 3,2013,172.0,"Action,Thriller",5.4,40466
about time,Uni.,15300000.0,71800000.0,2013,tt2194499,about time,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136
scary movie 5,W/Dim.,32000000.0,46400000.0,2013,tt0795461,scary movie 5,2013,86.0,Comedy,3.5,60139
r.i.p.d.,Uni.,33600000.0,44700000.0,2013,tt0790736,r.i.p.d.,2013,96.0,"Action,Adventure,Comedy",5.6,109078
tiny times,CL,23500.0,77700000.0,2013,tt3043630,tiny times,2013,116.0,"Drama,Romance",3.0,2028
the book thief,Fox,21500000.0,55100000.0,2013,tt0816442,the book thief,2013,131.0,"Drama,War",7.6,119023
escape from planet earth,Wein.,57000000.0,17600000.0,2013,tt0765446,escape from planet earth,2013,89.0,"Adventure,Animation,Comedy",5.9,23298
august: osage county,Wein.,37700000.0,36500000.0,2013,tt1322269,august: osage county,2013,121.0,"Comedy,Drama",7.2,79383
the best man holiday,Uni.,70500000.0,2300000.0,2013,tt2083355,the best man holiday,2013,123.0,"Comedy,Drama",6.7,13967
young detective dee: rise of the sea dragon,WAMCR,87800.0,72200000.0,2013,tt2992146,young detective dee: rise of the sea dragon,2013,134.0,"Action,Adventure,Drama",6.5,3944
the counselor,Fox,17000000.0,54000000.0,2013,tt2193215,the counselor,2013,117.0,"Crime,Drama,Thriller",5.3,92096
the call,TriS,51900000.0,16700000.0,2013,tt1911644,the call,2013,94.0,"Crime,Drama,Horror",6.7,103780
the call,TriS,51900000.0,16700000.0,2013,tt2926868,the call,2013,25.0,Documentary,7.9,12
the call,TriS,51900000.0,16700000.0,2013,tt4741754,the call,2014,109.0,Thriller,6.6,5
one direction: this is us,TriS,28900000.0,39700000.0,2013,tt2515086,one direction: this is us,2013,92.0,"Documentary,Music",4.2,22977
the grandmaster,Wein.,6600000.0,57500000.0,2013,tt1462900,the grandmaster,2013,130.0,"Action,Biography,Drama",6.6,28781
runner runner,Fox,19300000.0,43400000.0,2013,tt2364841,runner runner,2013,88.0,"Crime,Thriller",5.6,58235
from up on poppy hill,GK,1000000.0,60000000.0,2013,tt1798188,from up on poppy hill,2011,91.0,"Animation,Drama,Family",7.5,26531
kick-ass 2,Uni.,28800000.0,32000000.0,2013,tt1650554,kick-ass 2,2013,103.0,"Action,Comedy,Crime",6.6,238832
a haunted house,ORF,40000000.0,20100000.0,2013,tt2243537,a haunted house,2013,86.0,"Comedy,Fantasy",5.1,40308
quartet,Wein.,18400000.0,41100000.0,2013,tt1441951,quartet,2012,94.0,"Comedy,Drama",6.8,17979
dallas buyers club,Focus,27300000.0,27900000.0,2013,tt0790636,dallas buyers club,2013,117.0,"Biography,Drama",8.0,402462
the face reader,PM&E,516000.0,54100000.0,2013,tt3008014,the face reader,2013,140.0,"Drama,History",6.9,1754
delivery man,BV,30700000.0,19300000.0,2013,tt2387559,delivery man,2013,105.0,"Comedy,Drama",6.4,70706
the berlin file,CJ,665000.0,48300000.0,2013,tt2357377,the berlin file,2013,120.0,"Action,Thriller",6.6,5930
the last stand,LGF,12100000.0,36300000.0,2013,tt1549920,the last stand,2013,107.0,"Action,Thriller",6.4,126623
texas chainsaw 3d,LGF,34300000.0,12900000.0,2013,tt1572315,texas chainsaw 3d,2013,92.0,"Horror,Thriller",4.8,41784
the big wedding,LGF,21800000.0,24700000.0,2013,tt1931435,the big wedding,2013,89.0,"Comedy,Drama,Romance",5.6,44221
parker,FD,17600000.0,28600000.0,2013,tt1904996,parker,2013,118.0,"Action,Crime,Thriller",6.2,105529
the world's end,Focus,26000000.0,20100000.0,2013,tt1213663,the world's end,2013,109.0,"Action,Comedy,Sci-Fi",7.0,235308
grudge match,WB,29800000.0,15100000.0,2013,tt1661382,grudge match,2013,113.0,"Comedy,Drama,Sport",6.4,54080
homefront,ORF,20200000.0,22900000.0,2013,tt2312718,homefront,2013,100.0,"Action,Thriller",6.5,98549
homefront,ORF,20200000.0,22900000.0,2013,tt2558484,homefront,2013,111.0,Drama,7.7,17
snitch,LG/S,42900000.0,0.0,2013,tt0882977,snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142
jobs,ORF,16100000.0,19800000.0,2013,tt2357129,jobs,2013,128.0,"Biography,Drama",5.9,88788
the place beyond the pines,Focus,21400000.0,14100000.0,2013,tt1817273,the place beyond the pines,2012,140.0,"Crime,Drama,Thriller",7.3,226765
inside llewyn davis,CBS,13200000.0,19700000.0,2013,tt2042568,inside llewyn davis,2013,104.0,"Drama,Music",7.5,123759
mud,RAtt.,21600000.0,11000000.0,2013,tt1935179,mud,2012,130.0,Drama,7.4,156786
mud,RAtt.,21600000.0,11000000.0,2013,tt2514592,mud,2012,105.0,Drama,6.5,41
movie 43,Rela.,8800000.0,23600000.0,2013,tt1333125,movie 43,2013,94.0,Comedy,4.3,92980
kevin hart: let me explain,LG/S,32200000.0,74000.0,2013,tt2609912,kevin hart: let me explain,2013,75.0,"Comedy,Documentary",6.8,7880
spring breakers,A24,14100000.0,17600000.0,2013,tt2101441,spring breakers,2012,94.0,"Comedy,Crime,Drama",5.3,126504
don jon,Rela.,24500000.0,6000000.0,2013,tt2229499,don jon,2013,90.0,"Comedy,Drama,Romance",6.6,216350
i give it a year,Magn.,34700.0,28200000.0,2013,tt2244901,i give it a year,2013,97.0,"Comedy,Romance",5.7,34091
nebraska,Par.,17700000.0,10000000.0,2013,tt1821549,nebraska,2013,115.0,"Adventure,Comedy,Drama",7.7,105304
the incredible burt wonderstone,WB (NL),22500000.0,4900000.0,2013,tt0790628,the incredible burt wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549
mandela: long walk to freedom,Wein.,8300000.0,19000000.0,2013,tt2304771,mandela: long walk to freedom,2013,141.0,"Biography,Drama,History",7.1,25027
khumba,MNE,1000.0,27200000.0,2013,tt1487931,khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984
dark skies,W/Dim.,17400000.0,9000000.0,2013,tt2387433,dark skies,2013,97.0,"Horror,Sci-Fi,Thriller",6.3,65754
enough said,FoxS,17600000.0,7700000.0,2013,tt2390361,enough said,2013,93.0,"Comedy,Drama,Romance",7.0,55698
trance,FoxS,2300000.0,21900000.0,2013,tt1111235,trance,2010,83.0,Horror,4.6,77
trance,FoxS,2300000.0,21900000.0,2013,tt1924429,trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951
kon-tiki,Wein.,1500000.0,21300000.0,2013,tt1613750,kon-tiki,2012,118.0,"Adventure,History",7.2,41707
baggage claim,FoxS,21600000.0,887000.0,2013,tt1171222,baggage claim,2013,96.0,Comedy,5.1,8296
diana,EOne,335000.0,21400000.0,2013,tt1758595,diana,2013,113.0,"Biography,Drama,Romance",5.5,17608
diana,EOne,335000.0,21400000.0,2013,tt8716014,diana,2018,101.0,Mystery,7.0,23
the great beauty,Jan.,2900000.0,18500000.0,2013,tt2358891,the great beauty,2013,141.0,Drama,7.8,72297
the sapphires,Wein.,2500000.0,18000000.0,2013,tt1673697,the sapphires,2012,103.0,"Biography,Comedy,Drama",7.0,12143
broken city,Fox,19700000.0,0.0,2013,tt1235522,broken city,2013,109.0,"Crime,Drama,Thriller",6.2,71704
the company you keep,SPC,5100000.0,14500000.0,2013,tt1381404,the company you keep,2012,125.0,"Drama,Thriller",6.4,29665
the bling ring,A24,5800000.0,13300000.0,2013,tt2132285,the bling ring,2013,90.0,"Biography,Crime,Drama",5.6,77726
